.text,00400650,_start,B0,T,31ED,xor,xor_11,ebp,ebp,1,1,N,,xor,S
.text,00401A02,main,B106,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401A09,main,B106,T,488D50F8,lea,lea_14,rdx,[rax-8],1,4,N,,lea,C
.text,00401A0D,main,B106,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401A14,main,B106,T,4883E808,sub,sub_15,rax,8,1,5,N,,sub,C
.text,00401A18,main,B106,T,8B08,mov,mov_13,ecx,[rax],1,3,N,,mov,C
.text,00401A1A,main,B106,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401A21,main,B106,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401A23,main,B106,T,39C1,cmp,cmp_11,ecx,eax,1,1,N,,cmp,C
.text,00401A25,main,B106,T,0F9CC0,setl,setl_10,al,,1,0,N,,setl,C
.text,00401A28,main,B106,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00401A2B,main,B106,T,8902,mov,mov_31,[rdx],eax,3,1,N,,mov,C
.text,00401A2D,main,B106,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401A34,main,B106,T,4883E808,sub,sub_15,rax,8,1,5,N,,sub,C
.text,00401A38,main,B106,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401A3F,main,B106,T,E98D040000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401A44,main,B107,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401A4B,main,B107,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401A4F,main,B107,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401A56,main,B107,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401A5D,main,B107,T,488D5008,lea,lea_14,rdx,[rax+8],1,4,N,,lea,C
.text,00401A61,main,B107,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401A68,main,B107,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401A6A,main,B107,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00401A6C,main,B107,T,488D8D60FFFFFF,lea,lea_14,rcx,[rbp+var_A0],1,4,N,,lea,C
.text,00401A73,main,B107,T,4801C8,add,add_11,rax,rcx,1,1,N,,add,C
.text,00401A76,main,B107,T,488902,mov,mov_31,[rdx],rax,3,1,N,,mov,C
.text,00401A79,main,B107,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401A80,main,B107,T,4883C008,add,add_15,rax,8,1,5,N,,add,C
.text,00401A84,main,B107,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401A8B,main,B107,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401A92,main,B107,T,4883C004,add,add_15,rax,4,1,5,N,,add,C
.text,00401A96,main,B107,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401A9D,main,B107,T,E92F040000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401AA2,main,B108,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401AA9,main,B108,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401AAD,main,B108,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401AB4,main,B108,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401ABB,main,B108,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401ABE,main,B108,T,488B9550FEFFFF,mov,mov_14,rdx,[rbp+var_1B0],1,4,N,,mov,C
.text,00401AC5,main,B108,T,4883EA08,sub,sub_15,rdx,8,1,5,N,,sub,C
.text,00401AC9,main,B108,T,488B12,mov,mov_13,rdx,[rdx],1,3,N,,mov,C
.text,00401ACC,main,B108,T,488910,mov,mov_31,[rax],rdx,3,1,N,,mov,C
.text,00401ACF,main,B108,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401AD6,main,B108,T,4883E810,sub,sub_15,rax,10h,1,5,N,,sub,C
.text,00401ADA,main,B108,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401AE1,main,B108,T,E9EB030000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401AE6,main,B109,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401AED,main,B109,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401AF1,main,B109,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401AF8,main,B109,T,488B9540FEFFFF,mov,mov_14,rdx,[rbp+var_1C0],1,4,N,,mov,C
.text,00401AFF,main,B109,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401B06,main,B109,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401B08,main,B109,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00401B0A,main,B109,T,4801D0,add,add_11,rax,rdx,1,1,N,,add,C
.text,00401B0D,main,B109,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401B14,main,B109,T,E9B8030000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401B19,main,B110,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401B20,main,B110,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401B24,main,B110,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401B2B,main,B110,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401B32,main,B110,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401B34,main,B110,T,83F801,cmp,cmp_15,eax,1,1,5,N,,cmp,C
.text,00401B37,main,B110,T,740B,jz,jz_70,loc_401B44,,7,0,J,.CODE,jz.CODE,C
.text,00401B39,main,B111,T,83F802,cmp,cmp_15,eax,2,1,5,N,,cmp,C
.text,00401B3C,main,B111,T,7434,jz,jz_70,loc_401B72,,7,0,J,.CODE,jz.CODE,C
.text,00401B3E,main,B112,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00401B40,main,B112,T,7419,jz,jz_70,loc_401B5B,,7,0,J,.CODE,jz.CODE,C
.text,00401B42,main,B113,T,EB44,jmp,jmp_70,loc_401B88,,7,0,J,.CODE,jmp.CODE,C
.text,00401B44,main,B114,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401B4B,main,B114,T,488D5008,lea,lea_14,rdx,[rax+8],1,4,N,,lea,C
.text,00401B4F,main,B114,T,488D8530FEFFFF,lea,lea_14,rax,[rbp+var_1D0],1,4,N,,lea,C
.text,00401B56,main,B114,T,488902,mov,mov_31,[rdx],rax,3,1,N,,mov,C
.text,00401B59,main,B114,T,EB2D,jmp,jmp_70,loc_401B88,,7,0,J,.CODE,jmp.CODE,C
.text,00401B5B,main,B115,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401B62,main,B115,T,488D5008,lea,lea_14,rdx,[rax+8],1,4,N,,lea,C
.text,00401B66,main,B115,T,488D853CFEFFFF,lea,lea_14,rax,[rbp+var_1C4],1,4,N,,lea,C
.text,00401B6D,main,B115,T,488902,mov,mov_31,[rdx],rax,3,1,N,,mov,C
.text,00401B70,main,B115,T,EB16,jmp,jmp_70,loc_401B88,,7,0,J,.CODE,jmp.CODE,C
.text,00401B72,main,B116,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401B79,main,B116,T,488D5008,lea,lea_14,rdx,[rax+8],1,4,N,,lea,C
.text,00401B7D,main,B116,T,488D8528FEFFFF,lea,lea_14,rax,[rbp+var_1D8],1,4,N,,lea,C
.text,00401B84,main,B116,T,488902,mov,mov_31,[rdx],rax,3,1,N,,mov,C
.text,00401B87,main,B116,T,90,nop,nop_00,,,0,0,N,,nop,C
.text,00401B88,main,B117,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401B8F,main,B117,T,4883C008,add,add_15,rax,8,1,5,N,,add,C
.text,00401B93,main,B117,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401B9A,main,B117,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401BA1,main,B117,T,4883C004,add,add_15,rax,4,1,5,N,,add,C
.text,00401BA5,main,B117,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401BAC,main,B117,T,E920030000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401BB1,main,B118,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401BB8,main,B118,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401BBC,main,B118,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401BC3,main,B118,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401BCA,main,B118,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401BCC,main,B118,T,83F806,cmp,cmp_15,eax,6,1,5,N,,cmp,C
.text,00401BCF,main,B118,T,0F87EB000000,ja,ja_70,loc_401CC0,,7,0,J,.CODE,ja.CODE,C
.text,00401BD5,main,B119,T,89C0,mov,mov_11,eax,eax,1,1,N,,mov,C
.text,00401BD7,main,B119,T,488B04C5E82E4000,mov,mov_12,rax,ds:off_402EE8[rax*8],1,2,N,_r.DATA,mov_r.DATA,C
.text,00401BDF,main,B119,T,FFE0,jmp,jmp_10,rax,,1,0,J,.CODE,jmp.CODE,C
.text,00401BE1,main,B120,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401BE8,main,B120,T,4883C068,add,add_15,rax,68h,1,5,N,,add,C
.text,00401BEC,main,B120,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401BEF,main,B120,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00401BF2,main,B120,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00401BF7,main,B120,T,E8D4E9FFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00401BFC,main,B120,T,E9BF000000,jmp,jmp_70,loc_401CC0,,7,0,J,.CODE,jmp.CODE,C
.text,00401C01,main,B121,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401C08,main,B121,T,4883E880,sub,sub_15,rax,0FFFFFFFFFFFFFF80h,1,5,N,,sub,C
.text,00401C0C,main,B121,T,8B10,mov,mov_13,edx,[rax],1,3,N,,mov,C
.text,00401C0E,main,B121,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401C15,main,B121,T,4883C078,add,add_15,rax,78h,1,5,N,,add,C
.text,00401C19,main,B121,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401C1C,main,B121,T,89D6,mov,mov_11,esi,edx,1,1,N,,mov,C
.text,00401C1E,main,B121,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00401C21,main,B121,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00401C26,main,B121,T,E8A5E9FFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00401C2B,main,B121,T,E990000000,jmp,jmp_70,loc_401CC0,,7,0,J,.CODE,jmp.CODE,C
.text,00401C30,main,B122,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401C37,main,B122,T,4883C05C,add,add_15,rax,5Ch,1,5,N,,add,C
.text,00401C3B,main,B122,T,488B10,mov,mov_13,rdx,[rax],1,3,N,,mov,C
.text,00401C3E,main,B122,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401C45,main,B122,T,4883C052,add,add_15,rax,52h,1,5,N,,add,C
.text,00401C49,main,B122,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401C4C,main,B122,T,4889D6,mov,mov_11,rsi,rdx,1,1,N,,mov,C
.text,00401C4F,main,B122,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00401C52,main,B122,T,E8EFEAFFFF,call,call_70,function_1,,7,0,J,.CODE,call.CODE,C
.text,00401C57,main,B122,T,EB67,jmp,jmp_70,loc_401CC0,,7,0,J,.CODE,jmp.CODE,C
.text,00401C59,main,B123,T,BFFFFFFFFF,mov,mov_15,edi,0FFFFFFFFh,1,5,N,,mov,C
.text,00401C5E,main,B123,T,E8DDE9FFFF,call,call_70,_exit,,7,0,J,.CODE,call.CODE,C
.text,00401C63,main,B124,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401C6A,main,B124,T,4883C018,add,add_15,rax,18h,1,5,N,,add,C
.text,00401C6E,main,B124,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401C71,main,B124,T,BE04000000,mov,mov_15,esi,4,1,5,N,,mov,C
.text,00401C76,main,B124,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00401C79,main,B124,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00401C7E,main,B124,T,E84DE9FFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00401C83,main,B124,T,EB3B,jmp,jmp_70,loc_401CC0,,7,0,J,.CODE,jmp.CODE,C
.text,00401C85,main,B125,T,488D9D60FFFFFF,lea,lea_14,rbx,[rbp+var_A0],1,4,N,,lea,C
.text,00401C8C,main,B125,T,4883C340,add,add_15,rbx,40h,1,5,N,,add,C
.text,00401C90,main,B125,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401C97,main,B125,T,4883C030,add,add_15,rax,30h,1,5,N,,add,C
.text,00401C9B,main,B125,T,488B08,mov,mov_13,rcx,[rax],1,3,N,,mov,C
.text,00401C9E,main,B125,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+var_A0],1,4,N,,lea,C
.text,00401CA5,main,B125,T,4883C028,add,add_15,rax,28h,1,5,N,,add,C
.text,00401CA9,main,B125,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401CAC,main,B125,T,BA0A000000,mov,mov_15,edx,0Ah,1,5,N,,mov,C
.text,00401CB1,main,B125,T,4889CE,mov,mov_11,rsi,rcx,1,1,N,,mov,C
.text,00401CB4,main,B125,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00401CB7,main,B125,T,E864E9FFFF,call,call_70,_strtoul,,7,0,J,.CODE,call.CODE,C
.text,00401CBC,main,B125,T,488903,mov,mov_31,[rbx],rax,3,1,N,,mov,C
.text,00401CBF,main,B125,T,90,nop,nop_00,,,0,0,N,,nop,C
.text,00401CC0,main,B126,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401CC7,main,B126,T,4883C004,add,add_15,rax,4,1,5,N,,add,C
.text,00401CCB,main,B126,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401CD2,main,B126,T,E9FA010000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401CD7,main,B127,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401CDE,main,B127,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401CE2,main,B127,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401CE9,main,B127,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401CF0,main,B127,T,488D5008,lea,lea_14,rdx,[rax+8],1,4,N,,lea,C
.text,00401CF4,main,B127,T,488B0D05222000,mov,mov_12,rcx,cs:_1_main_$strings,1,2,N,_r.DATA,mov_r.DATA,C
.text,00401CFB,main,B127,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401D02,main,B127,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401D04,main,B127,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00401D06,main,B127,T,4801C8,add,add_11,rax,rcx,1,1,N,,add,C
.text,00401D09,main,B127,T,488902,mov,mov_31,[rdx],rax,3,1,N,,mov,C
.text,00401D0C,main,B127,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401D13,main,B127,T,4883C008,add,add_15,rax,8,1,5,N,,add,C
.text,00401D17,main,B127,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401D1E,main,B127,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401D25,main,B127,T,4883C004,add,add_15,rax,4,1,5,N,,add,C
.text,00401D29,main,B127,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401D30,main,B127,T,E99C010000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401D35,main,B128,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401D3C,main,B128,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401D40,main,B128,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401D47,main,B128,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401D4E,main,B128,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401D51,main,B128,T,488B9550FEFFFF,mov,mov_14,rdx,[rbp+var_1B0],1,4,N,,mov,C
.text,00401D58,main,B128,T,4883EA08,sub,sub_15,rdx,8,1,5,N,,sub,C
.text,00401D5C,main,B128,T,0FB612,movzx,movzx_13,edx,byte ptr [rdx],1,3,N,,movzx,C
.text,00401D5F,main,B128,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00401D61,main,B128,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401D68,main,B128,T,4883E810,sub,sub_15,rax,10h,1,5,N,,sub,C
.text,00401D6C,main,B128,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401D73,main,B128,T,E959010000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401D78,main,B129,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401D7F,main,B129,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401D83,main,B129,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401D8A,main,B129,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401D91,main,B129,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401D93,main,B129,T,E93E010000,jmp,jmp_70,loc_401ED6,,7,0,J,.CODE,jmp.CODE,C
.text,00401D98,main,B130,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401D9F,main,B130,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401DA3,main,B130,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401DAA,main,B130,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401DB1,main,B130,T,488B9550FEFFFF,mov,mov_14,rdx,[rbp+var_1B0],1,4,N,,mov,C
.text,00401DB8,main,B130,T,8B12,mov,mov_13,edx,[rdx],1,3,N,,mov,C
.text,00401DBA,main,B130,T,4863D2,movsxd,movsxd_11,rdx,edx,1,1,N,,movsxd,C
.text,00401DBD,main,B130,T,488910,mov,mov_31,[rax],rdx,3,1,N,,mov,C
.text,00401DC0,main,B130,T,E90C010000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401DC5,main,B131,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401DCC,main,B131,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401DD0,main,B131,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401DD7,main,B131,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401DDE,main,B131,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401DE1,main,B131,T,488B9550FEFFFF,mov,mov_14,rdx,[rbp+var_1B0],1,4,N,,mov,C
.text,00401DE8,main,B131,T,4883EA08,sub,sub_15,rdx,8,1,5,N,,sub,C
.text,00401DEC,main,B131,T,8B12,mov,mov_13,edx,[rdx],1,3,N,,mov,C
.text,00401DEE,main,B131,T,8910,mov,mov_31,[rax],edx,3,1,N,,mov,C
.text,00401DF0,main,B131,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401DF7,main,B131,T,4883E810,sub,sub_15,rax,10h,1,5,N,,sub,C
.text,00401DFB,main,B131,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401E02,main,B131,T,E9CA000000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401E07,main,B132,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401E0E,main,B132,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401E12,main,B132,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401E19,main,B132,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401E20,main,B132,T,488B9550FEFFFF,mov,mov_14,rdx,[rbp+var_1B0],1,4,N,,mov,C
.text,00401E27,main,B132,T,488B12,mov,mov_13,rdx,[rdx],1,3,N,,mov,C
.text,00401E2A,main,B132,T,0FB612,movzx,movzx_13,edx,byte ptr [rdx],1,3,N,,movzx,C
.text,00401E2D,main,B132,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00401E2F,main,B132,T,E99D000000,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401E34,main,B133,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401E3B,main,B133,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401E3F,main,B133,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401E46,main,B133,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401E4D,main,B133,T,488D5008,lea,lea_14,rdx,[rax+8],1,4,N,,lea,C
.text,00401E51,main,B133,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401E58,main,B133,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00401E5B,main,B133,T,488902,mov,mov_31,[rdx],rax,3,1,N,,mov,C
.text,00401E5E,main,B133,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401E65,main,B133,T,4883C008,add,add_15,rax,8,1,5,N,,add,C
.text,00401E69,main,B133,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401E70,main,B133,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401E77,main,B133,T,4883C008,add,add_15,rax,8,1,5,N,,add,C
.text,00401E7B,main,B133,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401E82,main,B133,T,EB4D,jmp,jmp_70,loc_401ED1,,7,0,J,.CODE,jmp.CODE,C
.text,00401E84,main,B134,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401E8B,main,B134,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401E8F,main,B134,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401E96,main,B134,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401E9D,main,B134,T,488D5008,lea,lea_14,rdx,[rax+8],1,4,N,,lea,C
.text,00401EA1,main,B134,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401EA8,main,B134,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00401EAA,main,B134,T,8902,mov,mov_31,[rdx],eax,3,1,N,,mov,C
.text,00401EAC,main,B134,T,488B8550FEFFFF,mov,mov_14,rax,[rbp+var_1B0],1,4,N,,mov,C
.text,00401EB3,main,B134,T,4883C008,add,add_15,rax,8,1,5,N,,add,C
.text,00401EB7,main,B134,T,48898550FEFFFF,mov,mov_41,[rbp+var_1B0],rax,4,1,N,,mov,C
.text,00401EBE,main,B134,T,488B8540FEFFFF,mov,mov_14,rax,[rbp+var_1C0],1,4,N,,mov,C
.text,00401EC5,main,B134,T,4883C004,add,add_15,rax,4,1,5,N,,add,C
.text,00401EC9,main,B134,T,48898540FEFFFF,mov,mov_41,[rbp+var_1C0],rax,4,1,N,,mov,C
.text,00401ED0,main,B134,T,90,nop,nop_00,,,0,0,N,,nop,C
.text,00401ED1,main,B135,T,E983F6FFFF,jmp,jmp_70,loc_401559,,7,0,J,.CODE,jmp.CODE,C
.text,00401ED6,main,B136,T,4881C4D8010000,add,add_15,rsp,1D8h,1,5,N,,add,C
.text,00401EDD,main,B136,T,5B,pop,pop_10,rbx,,1,0,N,,pop,C
.text,00401EDE,main,B136,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00401EDF,main,B136,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00401EE0,megaInit,B137,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,00401EE1,megaInit,B137,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
